"sujet";"categorie";"motif"
Gestion;GEST-CONSULTATION FACTURE TARIFICATION;GEST-CON-FAC-TAR-DEMANDE D'INFO SUR MORATOIRE
Gestion;GEST-CONSULTATION FACTURE TARIFICATION;GEST-CON-FAC-TAR-DETAIL APPELS
Gestion;GEST-CONSULTATION FACTURE TARIFICATION;GEST-CON-FAC-TAR-REMONTEE CLIENT SUITE REGULARISATION CMO
Gestion;GEST-CONSULTATION FACTURE TARIFICATION;GEST-CON-FAC-TAR-SOLDE CREDIT FIXE
Gestion;GEST-CONSULTATION FACTURE TARIFICATION;GEST-CON-FAC-TAR-SOLDE PASS INTERNET
Gestion;GEST-CONSULTATION INFORMATION CESSION;GEST-CON-INF-CES-MODALITE DEMANDE DE CESSSION
Gestion;GEST-CONSULTATION INFORMATION CHANGEMENT DE NUMERO;GEST-CON-INF-MODALITE DEMANDE NOUVEAU ND SUITE TR
Gestion;GEST-CONSULTATION INFORMATION DENUMEROTATION;GEST-CON-INF-CES-MODALITE DEMANDE DE DENUMEROTATION
Gestion;GEST-CONSULTATION INFORMATION MIGRATION;GEST-CON-INF-MIG-COMMANDE TVO NON PRISE EN COMPTE 
Gestion;GEST-CONSULTATION INFORMATION MIGRATION;GEST-CON-INF-MIG-COMMANDE TVO NON PRISE EN COMPTE
Gestion;GEST-CONSULTATION INFORMATION MIGRATION;GEST-CON-INF-MIG-MODALITE MIGRATION
Gestion;GEST-CONSULTATION INFORMATION MIGRATION;GEST-CON-INF-MIG-MODALITE RAJOUT TVO
Gestion;GEST-CONSULTATION INFORMATION MODIFICATION INSTALLATION;GEST-CON-INF-MODALITE DEMANDE DE CESSSION
Gestion;GEST-CONSULTATION INFORMATION MODIFICATION INSTALLATION;GEST-CON-INF-MODALITE MODIFICATION INSTALLATION
Gestion;GEST-CONSULTATION INFORMATION RECONDUCTION;GEST-CON-INF-MODALITE RECONDUCTION
Gestion;GEST-CONSULTATION INFORMATION RESILIATION;GEST-CON-INF-MODALITE RESILIATION
Gestion;GEST-CONSULTATION INFORMATION SUSPENSION;GEST-CON-INF-MODALITE DEMANDE DE SUSPENSION
Gestion;GEST-CONSULTATION INFORMATION SUSPENSION;GEST-CON-INF-MODALITE SUSPENSION PROVISOIRE
Gestion;GEST-CONSULTATION INFORMATION TRANSFERT;GEST-CON-INF-MODALITE DEMANDE TRANSFERT
Gestion;GEST-CONTRAT- FACTURE -TARIFICATION;GEST-CON-FAC-TAR-DISPONIBILITE AVOIR
Gestion;GEST-CONTRAT- FACTURE -TARIFICATION;GEST-CON-FAC-TAR-POSITIONNEMENT DE FORFAIT
Gestion;GEST-DEMANDE COMMERCIALE N2;ASS-DER-TVO-CORRECTION BOUQUET A EFFECTUER
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-ACTIVATION FAL
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-ACTIVATION NUMÉROS ILLIMITÉS
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-AJOUT MODIFICATION COMPTE WEBMAIL
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-AJOUT MODIFICATION COMPTE WEBMAIL
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-AJOUT MODIFICATION CONTACT POUR FAL
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-DESACTIVATION FAL
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-DESACTIVATION SERVICE CONVERGENT
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-MODIFICATION NUMÉROS ILLIMITÉS
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-NUMERO PASS CONVERGENT NON RENSEIGNE
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-REGROUPEMENT/DÉGROUPEMENT DE FACTURE
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-SERVICE CONVERGENT NON ACTIVE
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-SUPPRESSION DE COMPTE WEBMAIL
Gestion;GEST-DEMANDE COMMERCIALE N2;GEST-DEM-COM-N2-SUPPRESSION DE COMPTE WEBMAIL
Gestion;GEST-DEMANDE DE RETABLISSEMENT;GEST-DEM-DE-RET-ERREUR DE PAIEMENT SUR LA PERIODE DE FACTURATION
Gestion;GEST-DEMANDE DE RETABLISSEMENT;GEST-DEM-DE-RET-RETARD DE RETABLISSEMENT CANAL CLIENT EN REGLE
Gestion;GEST-DEMANDE DE RETABLISSEMENT;GEST-DEM-DE-RET-RETARD DE RETABLISSEMENT COMPTE CLIENT EN REGLE
Gestion;GEST-DEMANDE DE RETABLISSEMENT;GEST-DEM-DE-RET-RETARD DE RETABLISSEMENT LIGNE CLIENT EN REGLE
Gestion;GEST-DEMANDE DE RETABLISSEMENT;GEST-DEM-DE-RET-RETARD DE RETABLISSEMENT LIGNE ET COMPTE CLIENT EN REGLE
Gestion;GEST-DEMANDE DE RETABLISSEMENT;GEST-DEM-DE-RET-SOUCI EMISSION – MESSAGE DE RESTRICTION LIGNE
Gestion;GEST-DEMANDE DE RETABLISSEMENT;GEST-DEM-DE-RET-SOUCI EMISSION RECEPTTION -  MESSAGE DE SUSPENSION LIGNE
Gestion;GEST-DEMANDE DE  MODIFICATION COMMANDE CLIENT;GES-MON-TRA-ERREUR DE TRANSACTION TAC_ERREUR SUR NOM OU PRENOM
Gestion;GEST-DEMANDE DE  MODIFICATION COMMANDE CLIENT;GES-MON-TRA-ERREUR DE TRANSACTION TAC_ERREUR SUR NOM OU PRENOM
Gestion;GEST-DEMANDE DE  MODIFICATION COMMANDE CLIENT;GEST-DEMANDE DE  MODIFICATION COMMANDE CLIENT
Gestion;GEST-DEMANDE DE  MODIFICATION COMMANDE CLIENT;GEST-DEM-DE -MOD-DE-COM-CLI-AJOUT BOUQUET ORANGE
Gestion;GEST-DEMANDE DE  MODIFICATION COMMANDE CLIENT;GEST-DEM-DE -MOD-DE-COM-CLI-AJOUT DE BOUQUET CANAL
Gestion;GEST-DEMANDE DE  MODIFICATION COMMANDE CLIENT;GEST-DEM-DE -MOD-DE-COM-CLI-AJOUT DE BOUQUET TVO
Gestion;GEST-DEMANDE DE  MODIFICATION COMMANDE CLIENT;GEST-DEM-DE -MOD-DE-COM-CLI-AJOUT DE SERVICE TVO
Gestion;GEST-DEMANDE DE  MODIFICATION COMMANDE CLIENT;GEST-DEM-DE -MOD-DE-COM-CLI-SERVICE TVO
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-AJOUT-MODIFICATION DE CONTACT
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-ANOMALIE DOSSIER A CORRIGER
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-CHANGEMENT ADRESSE DE FACTURATION
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-CHANGEMENT COMPTE INTERNET
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-CHANGEMENT DE MOT DE PASSE COMPTE MESSAGERIE
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-CHANGEMENT DE TRANCHE DE FACTURATION
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-CHANGEMENT MOT  DE PASSE COMPTE INTERNET
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-CREATION COMPTE MAIL
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-DEGROUPEMENT DE FACTURE
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-DESACTIVATION COMPTE MAIL
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-DESACTIVATION FACTURTION EN LIGNE
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-DOSSIER VIVANT NON FACTURE
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-MIGRATION IRREALISABLE A ANNULER - VIACC A RECONDUIRE
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-MODIFICATION OU SUPRESSION NUMEROS FAVORIS
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-RECONDUCTION BOUQUET CANAL
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-RECONDUCTION DOSSIER CANAL-OFFRE VIACC
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-DE -MOD-DE-DOS-REGROUPEMENT DE FACTURE
Gestion;GEST-DEMANDE DE  MODIFICATION DE DOSSIER;GEST-DEM-MODIFICATION NUMÉRO CONVERGENT
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-APPEL HOTSURVEY
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-APPEL HOTSURVEY
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-CHALLENGE SEDDO
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-CHALLENGE SEDDO
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-CLIENT SOUHAITE SAVOIR SI SON NUMERO EST IDENTIFIE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-CLIENT SOUHAITE SAVOIR SI SON NUMERO EST IDENTIFIE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-DEMANDE D'ENVOI DE TRANSACT PAR EMAIL
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-DEMANDE D'ENVOI DE TRANSACT PAR EMAIL
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-INFO CA
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-INFO CA
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-INFO SUR  SUSPENSION NUMERO NON IDENTIFIE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-INFO SUR  SUSPENSION NUMERO NON IDENTIFIE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-INFO SUR RETRAIT ET REMBOURSEMENT
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-INFO SUR RETRAIT ET REMBOURSEMENT
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VÉRIF MONTANT SOLDE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VÉRIF MONTANT SOLDE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VÉRIF TRANSACTIONS REÇUES DE LA SONATEL
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VÉRIF TRANSACTIONS REÇUES DE LA SONATEL
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VÉRIFICATION DE SÉRIE DE CARTE RECHARGE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VÉRIFICATION DE SÉRIE DE CARTE RECHARGE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VÉRIFICATION DE TRANSACTION C2C
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VÉRIFICATION DE TRANSACTION C2C
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VERIFICATION TRANSACTION  OM
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VERIFICATION TRANSACTION  OM
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VERIFICATION TRANSACTION C2S
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-VERIFICATION TRANSACTION C2S
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-ZONING_ PRINCIPE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-ZONING_ PRINCIPE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-ZONING_REGLE DE  TRANSFERT
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-ZONING_REGLE DE  TRANSFERT
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-ZONNING_REVUE  MARGE GROSSISTE OU DEMI-GROS
Gestion;GEST-DEMANDE D'INFORMATION;GEST-DEM-D-INF-ZONNING_REVUE  MARGE GROSSISTE OU DEMI-GROS
Gestion;GEST-DEMANDE D'INFORMATION;GEST-FOR-VERIFICATION POSITIONNEMENT FORFAIT RECU VIA TRANSFERT PAYS
Gestion;GEST-DEMANDE D'INFORMATION;GEST-FOR-VERIFICATION POSITIONNEMENT FORFAIT RECU VIA TRANSFERT PAYS
Gestion;GEST-DEMANDE D'INFORMATION;GEST-INF- DATA SUVI CONSO
Gestion;GEST-DEMANDE D'INFORMATION;GEST-INF- DATA SUVI CONSO
Gestion;GEST-DEMANDE D'INFORMATION;GEST-INF-CONSULTATION NUMERO FAVORI SARGAL
Gestion;GEST-DEMANDE D'INFORMATION;GEST-INF-CONSULTATION NUMERO FAVORI SARGAL
Gestion;GEST-DEMANDE D'INFORMATION;GEST-INF-VERIFICATION COMMISSIONS DISTRIBUTEURS SUITE REFONTE
Gestion;GEST-DEMANDE D'INFORMATION;GEST-INF-VERIFICATION COMMISSIONS DISTRIBUTEURS SUITE REFONTE
Gestion;GEST-DEMANDE D'INFORMATION;INF-OM-VTO-INFORMATION SUR  COMPTE ORANGE MONEY
Gestion;GEST-DEMANDE D'INFORMATION;INFO-OM-TVO-ACTIVATION ET/OU IDENTIFICATION SIM
Gestion;GEST-DEMANDE DOM;GEST-DEMANDE DE LEVÉE DE SUSPENSION
Gestion;GEST-DEMANDE DOM;GEST-DEMANDE DE MODIFICATION COMPTE CLIENT
Gestion;GEST-DEMANDE DOM;GEST-DEMANDE DE RAPPORT DE TRANSACTION
Gestion;GEST-DEMANDE DOM;GEST-DEMANDE DE RESILIATION
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-ACTIVATION PO
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-CLIENT EN RÉCLAMATION
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-DEMANDE DE REPORT
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-DEMANDE DE REPORT
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-DÉSACTIVATION PO
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-DOSSIER PO INCOMPLET
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-MORATOIRE EXEPTIONNEL
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-PAIEMENT NON MIS À JOUR
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-PAIEMENT PAR MANDAT
Gestion;GEST-DEMANDE ELAGAGE ET REPORT;GEST-DEM-ELA-ET-REP-PAIEMENT PAR ORANGE MONEY
Gestion;GEST-DEMANDE ETA;GEST-CORRECTION ECHEC PROVISIONNING
Gestion;GEST-DEMANDE ETA;GEST-ETUDE ELIGIBILITE
Gestion;GEST-DEP;GEST-DEP-VERIFICATION DE TRANSACTION
Gestion;GEST-DER-TVO;GEST-DER-TVO-activ_activation-DESactiv_activation CODE ADULTE
Gestion;GEST-DER-TVO;GEST-DER-TVO-activ_activation-DESactiv_activation CODE CONFIDENTIEL
Gestion;GEST-DER-TVO;GEST-DER-TVO-ACTIVATION-DESACTIVATION CODE ADULTE
Gestion;GEST-DER-TVO;GEST-DER-TVO-ACTIVATION-DESACTIVATION CODE CONFIDENTIEL
Gestion;GEST-DER-TVO;GEST-DER-TVO-ASSISTANCE SUR VOD
Gestion;GEST-DER-TVO;GEST-DER-TVO-DEMANDE IDENTIFIANT TVO
Gestion;GEST-DESACTIVATION;DALAL TONE
Gestion;GEST-DESACTIVATION;GEST-DES-ACTIVATION LISTE ROUGE 
Gestion;GEST-DESACTIVATION;GEST-DES-ACTIVATION PRESENTATION NUMERO
Gestion;GEST-DESACTIVATION;GEST-DES-ACTIVATION PROVISIONNING
Gestion;GEST-DESACTIVATION;GEST-DES-ACTIVATION SMS
Gestion;GEST-DESACTIVATION;GEST-DES-ANNULATION OU MODIFICATION DE LA DEMANDE
Gestion;GEST-DESACTIVATION;GEST-DES-BOITE VOCALE  FRANCAISE
Gestion;GEST-DESACTIVATION;GEST-DES-BOITE VOCALE  WOLOF
Gestion;GEST-DESACTIVATION;GEST-DES-CHANGEMENT DE TONALITE
Gestion;GEST-DESACTIVATION;GEST-DES-DESACTIVATION BLACKLISTAGE
Gestion;GEST-DESACTIVATION;GEST-DES-DESACTIVATION DE SERVICE
Gestion;GEST-DESACTIVATION;GEST-DES-DESACTIVATION FACTURATION EN LIGNE
Gestion;GEST-DESACTIVATION;GEST-DES-DESACTIVATION FAL/REPRISE ENVOI FACTURES PHYSIQUES
Gestion;GEST-DESACTIVATION;GEST-DES-ENREGISTREMENT NUMERO FAVORI
Gestion;GEST-DESACTIVATION;GEST-DES-EXPLICATION SMS  CONC. ARNAQUE
Gestion;GEST-DESACTIVATION;GEST-DES-EXPLICATION SMS CONC. IDENTIFICATION
Gestion;GEST-DESACTIVATION;GEST-DES-EXPLICATION SMS CONC. OFFRE
Gestion;GEST-DESACTIVATION;GEST-DES-FONCTIONNEMENT GENERAL JEU
Gestion;GEST-DESACTIVATION;GEST-DES-FONCTIONNEMENT GENERAL PROMOTION
Gestion;GEST-DESACTIVATION;GEST-DES-IDENTIFIANT  APPELANT
Gestion;GEST-DESACTIVATION;GEST-DES-INDICATEUR D’APPEL EN INSTANCE 
Gestion;GEST-DESACTIVATION;GEST-DES-LISTE ROUGE
Gestion;GEST-DESACTIVATION;GEST-DES-LISTE ROUGE CONTROLEE
Gestion;GEST-DESACTIVATION;GEST-DES-MESSAGERIE VOCALE 
Gestion;GEST-DESACTIVATION;GEST-DES-PRESENTATION NUMERO
Gestion;GEST-DESACTIVATION;GEST-DES-REACTIVATION DONNEES MOBILES SUITE RETABLISSEMENT
Gestion;GEST-DESACTIVATION;GEST-DES-RENVOI D'APPEL
Gestion;GEST-DESACTIVATION;GEST-DES-RESTRICTION MOBILE ET SERVEUR
Gestion;GEST-DESACTIVATION;GEST-DES-ROAMING
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE DATA
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE DATA 3G
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE DATA 4G
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE DATA GPRS
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE RESTREINT COMMANDE
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE RESTREINT EN LOCAL,MOBILE ET SERVEUR
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE RESTREINT VERS NATIONAL,MOBILE ET SERVEUR 
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE RESTRICTION INTERNATIONALE 
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE RESTRICTION LOCALE 
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE RESTRICTION NATIONALE 
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE SMS 
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE SVA
Gestion;GEST-DESACTIVATION;GEST-DES-SERVICE SVA
Gestion;GEST-DESACTIVATION;GEST-DES-SIGNAL D'APPEL
Gestion;GEST-DESACTIVATION;GEST-DES-SUIVI CONSO
Gestion;GEST-DESACTIVATION;GEST-DES-SUSPENSION PARTIELLE POUR MOTIF VOL/PERTE
Gestion;GEST-DESACTIVATION;GEST-DES-SUSPENSION POUR MOTIF VOL/PERTE
Gestion;GEST-DESACTIVATION;GEST-DES-SUSPENSION TEMPORAIRE
Gestion;GEST-DESACTIVATION;GEST-DES-SUSPENSION TOTALE POUR MOTIF VOL/PERTE
Gestion;GEST-DESACTIVATION TELETRAVAIL;GEST-DES-TELETRAVAIL- LISTE ROUGE
Gestion;GEST-DESACTIVATION TELETRAVAIL;GEST-DES-TELETRAVAIL-DESACTIVATION SUSPENSION TOTALE
Gestion;GEST-DMG-REB-COM;GEST-DMG-REB-COM-CLIENT DÉJÀ EQUIPE
Gestion;GEST-DOM-REB-COM;GEST-DOM-REB-COM-CLIENT DÉJÀ EQUIPE
Gestion;GEST-DON-ET-COT;GEST-DON-ET-COT-VERIFICATION DE TRANSACTION
Gestion;GEST-ENC-FAC;GEST-ENC-FAC-VERIFICATION REJET CHEQUE 
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-ADRESSE FACTURATION ERRONNEE
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-ADRESSE FACTURATION ERRONNEE
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-CESSION  NON   EFFECTUÉE
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-CESSION  NON   EFFECTUÉE
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-ENCOURS CONSO INDISPONIBLE 
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-ENCOURS CONSO NON MIS A JOUR 
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-ENCOURS CONSO NON MIS A JOUR 
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-RECONDUCTION A TORT
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-RECONDUCTION A TORT
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-REGROUPEMENT FACTURE
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-REGROUPEMENT FACTURE
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-SUSPENSION  MOTIF VOYAGE NON  EFFECTUÉE
Gestion;GEST-FACTURATION POSTPAYE / FACTURE;GEST-FAC-POS-/-FAC-SUSPENSION  MOTIF VOYAGE NON  EFFECTUÉE
Gestion;GEST-FACTURATION PREPAYE/HYBRIDE;GEST-FAC-PRE-FORFAIT BLOQUE BUNDLE NON  POSITIONNE
Gestion;GEST-FACTURATION PREPAYE/HYBRIDE;GEST-FAC-PRE-FORFAIT BLOQUE BUNDLE NON  POSITIONNE
Gestion;GEST-FACTURATION PREPAYE/HYBRIDE;GEST-FAC-PRE-FORFAIT BLOQUE DATA NON  POSITIONNE
Gestion;GEST-FACTURATION PREPAYE/HYBRIDE;GEST-FAC-PRE-FORFAIT BLOQUE DATA NON  POSITIONNE
Gestion;GEST-FACTURATION PREPAYE/HYBRIDE;GEST-FAC-PRE-FORFAIT BLOQUE VOIX NON  POSITIONNE
Gestion;GEST-FACTURATION PREPAYE/HYBRIDE;GEST-FAC-PRE-FORFAIT BLOQUE VOIX NON  POSITIONNE
Gestion;GEST-FACTURATION PREPAYE/HYBRIDE;GEST-FAC-PRE-REDUCTION NON APPLIQUEE
Gestion;GEST-FACTURATION PREPAYE/HYBRIDE;GEST-FAC-PRE-REDUCTION NON APPLIQUEE
Gestion;GEST-GES-DE-COM;GEST-GES-DE-COM-RELEVE D'OPERATIONS MOINS DE 6 MOIS
Gestion;GEST-GES-DE-COM;GEST-GES-DE-COM-RELEVE D'OPERATIONS PLUS DE 6 MOIS
Gestion;GEST-GES-DE-COM;GEST-GES-DE-COM-VERIFICATION DE TRANSACTION
Gestion;GEST-GVC-REB-COM;GEST-GVC-REB-COM-CLIENT DÉJÀ EQUIPE
Gestion;GEST-IDENTIFICATION CLIENT;GEST-IDE-CLI-DONNEES CNI/PASSEPORT  INCOMPLETES/NON RENSEIGNEES 
Gestion;GEST-IDENTIFICATION CLIENT;GEST-IDE-CLI-DONNEES CNI/PASSEPORT  INCOMPLETES/NON RENSEIGNEES
Gestion;GEST-IDENTIFICATION CLIENT;GEST-IDE-CLI-DONNEES CNI/PASSEPORT INCOMPLETES/NON RENSEIGNEES  DANS GAIA
Gestion;GEST-IDENTIFICATION CLIENT;GEST-IDE-CLI-DONNEES NINEA/RC INCOMPLETES/NON RENSEIGNEES  DANS GAIA
Gestion;GEST-IDENTIFICATION CLIENT;GEST-IDE-CLI-DONNEES NINEA/RC INCOMPLETES/NON RENSEIGNEES  DANS NESSICO
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-CLIENT SOUHAITE SAVOIR SI SON NUMERO EST IDENTIFIE
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-CLIENT SOUHAITE SAVOIR SI SON NUMERO EST IDENTIFIE
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-DATE D'EXPIRATION
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-DATE D'EXPIRATION
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-EN COURS CONSOMMATION DATA
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-EN COURS CONSOMMATION DATA
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-EN COURS CONSOMMATION VOIX
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-EN COURS CONSOMMATION VOIX
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-HISTORIQUE APPEL
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-RECHARGE
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-RECHARGE
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-SOLDE
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-SOLDE
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-TRANSACTION
Gestion;GEST-INF-CONSULTATION COMPTE;GEST-INF-CON-TRANSACTION
Gestion;GEST-INF-FACTURE ;GEST-INF-DATE D'ECHEANCE FACTURE
Gestion;GEST-INF-FACTURE ;GEST-INF-FAC-TAR-DETAILS FACTURE GLOBALE
Gestion;GEST-INF-FACTURE ;GEST-INF-FAC-TAR-DETAILS FACTURE GLOBALE
Gestion;GEST-INF-FACTURE ;GEST-INF-FAC-TAR-FACTURATION SERVICE
Gestion;GEST-INF-FACTURE ;GEST-INF-FAC-TAR-FACTURATION SERVICE
Gestion;GEST-INF-FACTURE ;GEST-INF-FAC-TAR-INSUFFISANCE CREDIT
Gestion;GEST-INF-FACTURE ;GEST-INF-FAC-TAR-INSUFFISANCE CREDIT
Gestion;GEST-INF-FACTURE ;GEST-INF-FAC-TAR-MONTANT RESTANT A REMBOURSER
