"sujet";"categorie";"motif"
Réclamation;RECLAMATION-CREDIT;REC-CRE-BONUS TRANSFERE NON RECU
Réclamation;RECLAMATION-CREDIT;REC-CRE-CARTE DÉJÀ RECHARGEE
Réclamation;RECLAMATION-CREDIT;REC-CRE-CARTE EXPIREE
Réclamation;RECLAMATION-CREDIT;REC-CRE-CARTE NON ACTIVEE
Réclamation;RECLAMATION-CREDIT;REC-CRE-CONTESTATION ACTIVATION SERVICE A L INSU DU CLIENT 
Réclamation;RECLAMATION-CREDIT;REC-CRE-CONTESTATION LIMITATION TRANSFERT BONUS
Réclamation;RECLAMATION-CREDIT;REC-CRE-CONTESTATION PRIORISATION COMPTEUR
Réclamation;RECLAMATION-CREDIT;REC-CRE-CONTESTATION VALIDITE BONUS
Réclamation;RECLAMATION-CREDIT;REC-CRE-CREDIT ACHETE NON POSITIONNE
Réclamation;RECLAMATION-CREDIT;REC-CRE-CREDIT INITIAL NON POSITIONNE 
Réclamation;RECLAMATION-CREDIT;REC-CRE-CREDIT MENSUEL NON RECU
Réclamation;RECLAMATION-CREDIT;REC-CRE-ECHEC ACH POUR TIERS
Réclamation;RECLAMATION-CREDIT;REC-CRE-ECHEC ACHAT
Réclamation;RECLAMATION-CREDIT;REC-CRE-ECHEC ACHAT POUR TIERS
Réclamation;RECLAMATION-CREDIT;REC-CRE-ECHEC CONSULTATION SOLDE
Réclamation;RECLAMATION-CREDIT;REC-CRE-ECHEC EMISSION CREDIT INSUFFISANT
Réclamation;RECLAMATION-CREDIT;REC-CRE-ECHEC RECHARGEMENT
Réclamation;RECLAMATION-CREDIT;REC-CRE-ECHEC RECHARGEMENT CREDIT 
Réclamation;RECLAMATION-CREDIT;REC-CRE-ECHEC TRANSFERT CREDIT/BONUS
Réclamation;RECLAMATION-CREDIT;REC-CRE-ERREUR ACHAT CREDIT
Réclamation;RECLAMATION-CREDIT;REC-CRE-ERREUR ACHAT CREDIT
Réclamation;RECLAMATION-CREDIT;REC-CRE-ERREUR ACHAT FORFAIT
Réclamation;RECLAMATION-CREDIT;REC-CRE-ERREUR TRANSFERT
Réclamation;RECLAMATION-CREDIT;REC-CRE-FACTURATION SUITE SOUSCRIPTION SERVICE
Réclamation;RECLAMATION-CREDIT;REC-CRE-FACTURATION SUITE USAGE
Réclamation;RECLAMATION-CREDIT;REC-CRE-NON RECEPTION PUSH PROMO
Réclamation;RECLAMATION-CREDIT;REC-CRE-PERTE DE CREDIT SUITE SOUSCRIPTION
Réclamation;RECLAMATION-DATA;ACH-INF- DEMANDE INFO SUR APPLICATION
Réclamation;RECLAMATION-DATA;ACH-INF- DEMANDE INFO SUR APPLICATION
Réclamation;RECLAMATION-DATA;REC - ECHEC VISUALISATION SUR PLUSIEURS ECRANS WIDO
Réclamation;RECLAMATION-DATA;REC - ECHEC VISUALISATION SUR PLUSIEURS ECRANS WIDO
Réclamation;RECLAMATION-DATA;REC- ECHEC VISUALISATION CONTENU A L ACTE WIDO
Réclamation;RECLAMATION-DATA;REC- ECHEC VISUALISATION CONTENU A L ACTE WIDO
Réclamation;RECLAMATION-DATA;REC-ACH-DAT- ECHEC MISE A JOUR APPLICATIONS ORANGE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT- ECHEC MISE A JOUR APPLICATIONS ORANGE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT- ECHEC TELECHARGEMENT APPLICATION
Réclamation;RECLAMATION-DATA;REC-ACH-DAT- ECHEC TELECHARGEMENT APPLICATION
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ABSENCE NOTIFICATION SOUSCRIPTION
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ABSENCE NOTIFICATION SOUSCRIPTION
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-BONUS PASS NON RECU
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-BONUS PASS NON RECU
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-DEMANDE DE PROLONGATION DUREE VALIDITE PASS
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-DEMANDE DE PROLONGATION DUREE VALIDITE PASS
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC ACHAT PASS VIA APPLI
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC ACHAT PASS VIA APPLI
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC ACHAT PASS VIA SELCARE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC ACHAT PASS VIA SELCARE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC ACHAT PASS VIA USSD
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC ACHAT PASS VIA USSD
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC ACHAT POUR UN TIERS
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC CONVERSION DE POINTS EN PASS INTERNET
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC CONVERSION DE POINTS EN PASS INTERNET
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ECHEC TRANSACTION IMPOSSIBLE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ERREUR ACHAT PASS VIA APPLICATION OEM
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ERREUR ACHAT PASS VIA APPLICATION OEM
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ERREUR ACHAT PASS VIA APPLICATION OM
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ERREUR ACHAT PASS VIA APPLICATION OM
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ERREUR ACHAT PASS VIA USSD
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-ERREUR ACHAT PASS VIA USSD
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS  OFFERT SUITE NA NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS  OFFERT SUITE NA NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS ACHETE VIA APPLI NON RECU
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS ACHETE VIA APPLI NON RECU
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS ACHETE VIA SELFCARE NON RECU
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS ACHETE VIA SELFCARE NON RECU
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS ACHETE VIA USSD NON RECU
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS ACHETE VIA USSD NON RECU
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS LAMBJI ACHETE NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS LAMBJI ACHETE NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS LAMBJI CODE NON RECONNU SUR SENEAFFICHE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS LAMBJI CODE NON RECONNU SUR SENEAFFICHE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS LAMBJI SMS DU CODE NON RECU OU SUPPRIME
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS LAMBJI SMS DU CODE NON RECU OU SUPPRIME
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS LAMBJI SOUCI DE VISUALISATION DE LA VIDEO
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS LAMBJI SOUCI DE VISUALISATION DE LA VIDEO
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS NON DISPONIBLES SUR APPLI
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS NON DISPONIBLES SUR APPLI
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS NON DISPONIBLES SUR SELFCARE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS NON DISPONIBLES SUR SELFCARE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS NON DISPONIBLES SUR USSD
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS NON DISPONIBLES SUR USSD
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS NON DISPONIBLES VIA WEB
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS NON DISPONIBLES VIA WEB
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS OFFERT NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS OFFERT NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS OFFERT SUITE ACHAT NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS OFFERT SUITE ACHAT NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS OFFERT SUITE ACHAT/SOUSCRIPTION NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS OFFERT SUITE SOUSCRIPTION NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS OFFERT SUITE SOUSCRIPTION NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS PARTAGE NON RECU 
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS RECU NON CONFORME
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-PASS RECU NON CONFORME
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-POINTS DEFALQUES PASS NON POSITIONNES
Réclamation;RECLAMATION-DATA;REC-ACH-DAT-POINTS DEFALQUES PASS NON POSITIONNES
Réclamation;RECLAMATION-DATA;REC-ACH-TEST EQUIPE DRC
Réclamation;RECLAMATION-DATA;REC-DATA-PASS RECU NON CONFORME
Réclamation;RECLAMATION-DATA;REC-DAT-ARRET PASS SUITE PRUNING
Réclamation;RECLAMATION-DATA;REC-DAT-BONUS PASS NON RECU
Réclamation;RECLAMATION-DATA;REC-DAT-CONTESTATION CELL LOCK
Réclamation;RECLAMATION-DATA;REC-DAT-CONTESTATION PRIORISATION COMPTEUR
Réclamation;RECLAMATION-DATA;REC-DAT-CONTESTATION VALIDITE PASS
Réclamation;RECLAMATION-DATA;REC-DAT-COUT ELEVE PASS INTERNET
Réclamation;RECLAMATION-DATA;REC-DAT-ECHEC ACHAT PASS
Réclamation;RECLAMATION-DATA;REC-DAT-ECHEC ACHAT POUR UN TIERS
Réclamation;RECLAMATION-DATA;REC-DAT-ECHEC DESABONNEMENT
Réclamation;RECLAMATION-DATA;REC-DAT-ECHEC PARAMETRAGE INTERNET MOBILE
Réclamation;RECLAMATION-DATA;REC-DAT-ECHEC RECHARGEMENT
Réclamation;RECLAMATION-DATA;REC-DAT-ECHEC TRANSFERT PASS
Réclamation;RECLAMATION-DATA;REC-DAT-ERREUR ACHAT PASS
Réclamation;RECLAMATION-DATA;REC-DAT-NOTIFICATION FIN DE PASS NON RECUE
Réclamation;RECLAMATION-DATA;REC-DAT-NOTIFICATION NON RECUE
Réclamation;RECLAMATION-DATA;REC-DAT-PASS ACHETE NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-DAT-PASS EN COURS NON POSITIONNE SUITE CA
Réclamation;RECLAMATION-DATA;REC-DAT-PASS EN COURS NON UTILISABLE
Réclamation;RECLAMATION-DATA;REC-DAT-PASS EPUISE AVANT TERME
Réclamation;RECLAMATION-DATA;REC-DAT-PASS OFFERT NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-DAT-PASS OFFERT SUITE NA NON POSITIONNE
Réclamation;RECLAMATION-DATA;REC-DAT-PASS RECU NON CONFORME
Réclamation;RECLAMATION-DATA;REC-DAT-REPORT GODET RESTANT NON EFFECTIF
Réclamation;RECLAMATION-DATA;REC-ECHEC ABONNEMENT PAR CARTE BANCAIRE-WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC ABONNEMENT PAR OM WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC ABONNEMENT PAR OM WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC ABONNEMENT PAR PAYPAL-WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC ABONNEMENT-WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC ABONNEMENT-WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC DESABONNEMENT-WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC DESABONNEMENT-WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC MISE A JOUR APPLICATION WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC MISE A JOUR APPLICATION WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC PAIEMENT CONTENU A L ACTE  WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC PAIEMENT CONTENU A L ACTE  WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC RENOUVELLEMENT AUTOMATIQUE-WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC RENOUVELLEMENT AUTOMATIQUE-WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC RENOUVELLEMENT PAR AIRTIME WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC RENOUVELLEMENT PAR AIRTIME WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC RENOUVELLEMENT PAR CARTE BANCAIRE WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC RENOUVELLEMENT PAR CARTE BANCAIRE WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC VISUALISATION DES CONTENUS-WIDO
Réclamation;RECLAMATION-DATA;REC-ECHEC VISUALISATION DES CONTENUS-WIDO
Réclamation;RECLAMATION-DATA;REC-OM-BLOCAGE CASH IN DISTANT
Réclamation;RECLAMATION-DATA;REC-OM-CONTESTATION BLOCAGE COMPTE OM
Réclamation;RECLAMATION-DATA;REC-OM-CONTESTATION FRAIS DE RETRAIT ILLEGAL
Réclamation;RECLAMATION-DATA;REC-OM-CONTESTATION PROCEDURE DEPLAFONNEMENT EN AGENCE
Réclamation;RECLAMATION-DATA;REC-OM-ECHEC CONVERSION CODE EN UV
Réclamation;RECLAMATION-DATA;REC-OM-ECHEC DEPOT UV
Réclamation;RECLAMATION-DATA;REC-OM-ECHEC RECHARGEMENT
Réclamation;RECLAMATION-DATA;REC-OM-ECHEC VISUALISATION TRANSACTIONS
Réclamation;RECLAMATION-DATA;REC-OM-ERREUR ACHAT CODE
Réclamation;RECLAMATION-DATA;REC-OM-ERREUR TRANSFERT NATIONAL
Réclamation;RECLAMATION-DATA;REC-OM-LENTEUR PRISE EN CHARGE ERREUR OMBA
Réclamation;RECLAMATION-DATA;REC-OM-NON VISIBILTE SUITE ARNAQUE OM
Réclamation;RECLAMATION-FACTURATION ;REC-FAC- NUMEROS ILLIMITES FACTURÉS
Réclamation;RECLAMATION-FACTURATION ;REC-FAC-DEFAUT PARAMETRAGE NUMERO ILLIMITE
Réclamation;RECLAMATION-FACTURATION ;REC-FAC-NUMEROS ILLIMITES FACTURES
Réclamation;RECLAMATION-FACTURATION ;REC-FAC-SUSPENSION  MOTIF VOYAGE NON  EFFECTUÉE
Réclamation;RECLAMATION-FACTURE;REC-FAC- ECHEC PAIEMENT 
Réclamation;RECLAMATION-FACTURE;REC-FAC-AVOIR NON PRIS EN COMPTE
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONSTESTATION FACTURE
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONSTESTATION REJET CHEQUE
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION  FACTURATION SERVICES
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION DOUBLE FACTURATION
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION FACTURATION APPAREIL
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION FACTURATION CANAL
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION FACTURATION SERVICE  A TORT
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION FACTURE
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION FACTURE DURANT LA PERIODE DE TRANSFERT
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION FACTURE FORCEE A TORT
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION FACTURE SUITE MSV SANS INSTALLATION
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION FACTURE SUITE SUSPENSION NON PRISE EN COMPTE
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION FACTURE-PROMO NON APPLIQUEE
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION MONTANT DEGREVE
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION MONTANT FACTURE
Réclamation;RECLAMATION-FACTURE;REC-FAC-CONTESTATION MONTANT FACTURE SUITE DERANGEMENT
Réclamation;RECLAMATION-FACTURE;REC-FAC-DEMANDE DE REMBOURSEMENT SUITE COMMANDE CLIENT
Réclamation;RECLAMATION-FACTURE;REC-FAC-DEMANDE DE REMBOURSEMENT SUITE DEMANDE IRREALISABLE
Réclamation;RECLAMATION-FACTURE;REC-FAC-DEMANDE DE REMBOURSEMENT SUITE DESISTEMENT DU CLIENT
Réclamation;RECLAMATION-FACTURE;REC-FAC-DEMANDE REDUCTION FACTURE SUITE INCIDENT
Réclamation;RECLAMATION-FACTURE;REC-FAC-DOUBLE ENCAISSEMENT PAIEMENT OM
Réclamation;RECLAMATION-FACTURE;REC-FAC-ECHEC PAIEMENT FACTURE VIA OM 
Réclamation;RECLAMATION-FACTURE;REC-FAC-ENVOI DUPLICATA FACTURE
Réclamation;RECLAMATION-FACTURE;REC-FAC-ERREUR DE TRANSACTION
Réclamation;RECLAMATION-FACTURE;REC-FAC-ERREUR ENCAISSEMENT
Réclamation;RECLAMATION-FACTURE;REC-FAC-ERREUR PAIEMENT FRAIS D'ACCES
Réclamation;RECLAMATION-FACTURE;REC-FAC-MIGRATION FORFAIT NON PRISE EN COMPTE
Réclamation;RECLAMATION-FACTURE;REC-FAC-NON RECEPTION DE FACTURE FAL 
Réclamation;RECLAMATION-FACTURE;REC-FAC-NON RECEPTION DE FACTURE PYSIQUE
Réclamation;RECLAMATION-FACTURE;REC-FAC-NON RECEPTION FACTURE FAL
Réclamation;RECLAMATION-FACTURE;REC-FAC-NON RECEPTION FACTURE PHYSIQUE
Réclamation;RECLAMATION-FACTURE;REC-FAC-NRJ-DEMANDE DE GESTECO
Réclamation;RECLAMATION-FACTURE;REC-FAC-REPORT FORFAIT NON PRIS EN COMPTE
Réclamation;RECLAMATION-FACTURE;REC-FAC-RETARD DE RETABLISSEMENT
Réclamation;RECLAMATION-FACTURE;REC-FAC-RETARD RETABLISSEMENT LIGNE 
Réclamation;RECLAMATION-FACTURE;REC-FAC-RETARD RETABLISSEMENT LIGNE
Réclamation;RECLAMATION-FACTURE;REC-FAC-SUSPENSION A TORT
Réclamation;RECLAMATION-FACTURE;REC-FAC-SUSPENSION POUR SOLIDARITE DE CREANCE 
Réclamation;RECLAMATION-FACTURE;REC-FAC-SUSPENSION SUR DEMANDE NON EFFECTIVE
Réclamation;RECLAMATION-FACTURE;REC-FAC-SUSPENSION TEMPORAIRE NON EFFECTIVE
Réclamation;RECLAMATION-FACTURE;REC-FACT-ANNULATION FACTURE SUITE MIGRATION
Réclamation;RECLAMATION-FACTURE NRJ;REC-FACT-NRJ- PAIEMENT NON PRIS EN COMPTE
Réclamation;RECLAMATION-FACTURE NRJ;REC-FACT-NRJ-DOUBLE PAIEMENT
Réclamation;RECLAMATION-FACTURE NRJ;REC-FACT-NRJ-ERREUR PAIEMENT
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS- BONUS NON POSITIONNE SUITE RECHARGEMENT
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-APPELS INTRA FLOTTE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION  FACTURATION SERVICES
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION  FACTURES IMPAYÉES
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION DE LIGNE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION ENCOURS
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION FACTURATION  SMS
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION FACTURATION APPEL
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION FACTURATION DATA
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION FACTURE 
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION FRAIS DE MIGRATION
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION MONTANT DE LA FACTURE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-CONTESTATION MONTANT REPORTE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-DEMANDE DE RÉSILIATION NON EFFECTIVE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-FACTURE  DÉTAILLÉE EN LIGNE NON DISPONIBLE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-FRAUDE SUR LIGNE CLIENT
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-MIGRATION FORFAIT NON PRISE EN COMPTE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-NON RECEPTION DE FACTURE FAL (MAIL)
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-NON RECEPTION DE FACTURE FAL (SMS)
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-NON RECEPTION DE FACTURE PHYSIQUE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-RÉCEPTION TARDIVE DE FACTURE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-RECONDUCTION A TORT
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-REPORT FORFAIT NON PRIS EN COMPTE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-REPORT RELIQUAT FORFAIT NON PRIS EN COMPTE
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-RETARD DEGREVEMENT
Réclamation;RECLAMATION-FACTURE POSTPAYE;REC-FAC-POS-SUSPENSION  MOTIF VOYAGE NON  EFFECTIVE
Réclamation;RECLAMATION-FIDELITE;REC-FID-CADEAU ANNIVERSAIRE NON RECU
Réclamation;RECLAMATION-FIDELITE;REC-FID-CADEAUX ANNIVERSAIRE NON RECU
Réclamation;RECLAMATION-FIDELITE;REC-FID-ECHEC CONSULTATION SOLDE POINT
Réclamation;RECLAMATION-FIDELITE;REC-FID-ECHEC CONVERSION DE POINTS
Réclamation;RECLAMATION-FIDELITE;REC-FID-ECHEC CONVERSION DE POINTS EN BON D ACH
Réclamation;RECLAMATION-FIDELITE;REC-FID-ECHEC CONVERSION DE POINTS EN BON D ACHAT
Réclamation;RECLAMATION-FIDELITE;REC-FID-ECHEC CONVERSION POINT EN CADEAU
Réclamation;RECLAMATION-FIDELITE;REC-FID-ECHEC DESACTIVATION DE SERVICE
Réclamation;RECLAMATION-FIDELITE;REC-FID-ECHEC ENREGISTREMENT NUMERO FAVORI
Réclamation;RECLAMATION-FIDELITE;REC-FID-ECHEC INSCRIPTION
Réclamation;RECLAMATION-FIDELITE;REC-FID-ECHEC SOUSCRIPTION
Réclamation;RECLAMATION-FIDELITE;REC-FID-INACCESSIBILITE MENU USSD
Réclamation;RECLAMATION-FIDELITE;REC-FID-PERTE DE POINTS 
Réclamation;RECLAMATION-FIDELITE;REC-FID-PERTE POINTS
Réclamation;RECLAMATION-FIDELITE;REC-FID-POINT DEFALQUE CADEAU NON POSITIONNE
Réclamation;RECLAMATION-FIDELITE;REC-FID-POINT NON POSITIONNE SUITE RECHARGEMENT
Réclamation;RECLAMATION-FIDELITE;REC-FID-POINTS DE BIENVENUE NON RECU
Réclamation;RECLAMATION-FIDELITE;REC-FID-POINTS DEFALQUES CADEAUX NON POSITIONNES
Réclamation;RECLAMATION-FIDELITE;REC-FID-POINTS NON POSITIONNES SUITE RECHARGEMENT
Réclamation;RECLAMATION-FORFAIT;REC-FOR- FORFAIT ILLIMIX NON CUMULABLE
Réclamation;RECLAMATION-FORFAIT;REC-FOR- FORFAIT NON CUMULABLE
Réclamation;RECLAMATION-FORFAIT;REC-FOR- FORFAIT NON UTILISABLE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-ABSENCE NOTIFICATION EPUISEMENT FORFAIT
Réclamation;RECLAMATION-FORFAIT;REC-FOR-ACHAT PASS IMPOSSIBLE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-CONTESTATION COUT SERVICE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-CREDIT MENSUEL NON POSITIONNE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-CUMUL FORFAIT NON EFFECTIF
Réclamation;RECLAMATION-FORFAIT;REC-FOR-ECHEC ACHAT POUR TIERS
Réclamation;RECLAMATION-FORFAIT;REC-FOR-ECHEC CONSULTATION SOLDE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-ECHEC EMISSION APPEL SUITE SOUSCRIPTION
Réclamation;RECLAMATION-FORFAIT;REC-FOR-ECHEC SOUSCRIPTION 
Réclamation;RECLAMATION-FORFAIT;REC-FOR-FORFAIT ACHETE  NON POSITIONNE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-FORFAIT BLOQUE NON RECU
Réclamation;RECLAMATION-FORFAIT;REC-FOR-FORFAIT EN COURS NON UTILISABLE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-FORFAIT EPUISE AVANT TERME
Réclamation;RECLAMATION-FORFAIT;REC-FOR-FORFAIT NON DISPONIBLE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-FORFAIT NON POSITIONNE SUITE ACHAT
Réclamation;RECLAMATION-FORFAIT;REC-FOR-FORFAIT NON UTILISABLE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-FORFAIT RECU NON CONFORME
Réclamation;RECLAMATION-FORFAIT;REC-FOR-NON POSITIONNEMENT FORFAIT MENSUEL
Réclamation;RECLAMATION-FORFAIT;REC-FOR-NOTIFICATION NON RECUE
Réclamation;RECLAMATION-FORFAIT;REC-FOR-PASS NON POSITIONNE SUITE ACH FORFAIT
Réclamation;RECLAMATION-FORFAIT;REC-FOR-SMS NON POSITIONNE SUITE ACH FORFAIT
Réclamation;RECLAMATION-FORFAIT;REC-FOR-SMS NON POSITIONNE SUITE ACHAT FORFAIT
Réclamation;RECLAMATION-FORFAIT-OM;REC-FOR-OM-ABSENCE NOTIFICATION EPUISEMENT FORFAIT
Réclamation;RECLAMATION-FORFAIT-OM;REC-FOR-OM-CONTESTATION COUT SERVICE
Réclamation;RECLAMATION-FORFAIT-OM;REC-FOR-OM-CUMUL FORFAIT NON EFFECTIF
Réclamation;RECLAMATION-FORFAIT-OM;REC-FOR-OM-ECHEC ACHAT POUR TIERS
Réclamation;RECLAMATION-FORFAIT-OM;REC-FOR-OM-ECHEC CONSULTATION SUIVI CONSO
Réclamation;RECLAMATION-FORFAIT-OM;REC-FOR-OM-ERREUR ACHAT FORFAIT
Réclamation;RECLAMATION-FORFAIT-OM;REC-FOR-OM-FORFAIT EN COURS PAIEMENT FACTURE
Réclamation;RECLAMATION-FORFAIT-OM;REC-FOR-OM-FORFAIT EN COURS TRANSFERT FACTURE
